NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형,건물명,도로조건,계약면적(㎡),전체주소,주택매매가격(만원)
342,부산광역시 부산진구 개금동,53,53,0,개금주공2,전세,41.3,202508,8,"9,000",0,10,1988,백양관문로 7,202509~202708,신규,-,,,아파트,,,,부산광역시 부산진구 개금동 백양관문로 7,23500
344,부산광역시 동래구 낙민동,288-29,288,29,동서허브H,전세,49.53,202508,8,"15,000",0,5,2017,충렬대로256번가길 25,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 낙민동 충렬대로256번가길 25,18500
346,부산광역시 동래구 명장동,617,617,0,동래동일스위트,전세,67.8923,202508,8,"25,000",0,15,2018,시실로 119,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 명장동 시실로 119,31000
347,부산광역시 부산진구 가야동,669-9,669,9,벽산2,전세,84.99,202508,8,"18,000",0,14,1992,엄광로 68,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 가야동 엄광로 68,23900
348,부산광역시 동래구 수안동,106-1,106,1,반도보라,전세,81.09,202508,8,"15,000",0,3,1984,충렬대로238번가길 58,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 수안동 충렬대로238번가길 58,30500
353,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,전세,41.3,202508,8,"8,000",0,3,1989,백양관문로 10,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 당감동 백양관문로 10,14000
365,부산광역시 남구 용호동,954,954,0,더블유,전세,110.2606,202508,8,"85,000",0,47,2018,분포로 145,202510~202710,신규,-,,,아파트,,,,부산광역시 남구 용호동 분포로 145,172000
366,부산광역시 동래구 사직동,1028,1028,0,사직KCC스위첸2단지,전세,84.9921,202508,8,"41,000",0,17,2016,사직북로 64,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 사직동 사직북로 64,66550
367,부산광역시 남구 대연동,1933,1933,0,대연푸르지오클라센트,전세,59.9697,202508,8,"38,000",0,14,2024,유엔로 81,202511~202711,신규,-,,,아파트,,,,부산광역시 남구 대연동 유엔로 81,51000
371,부산광역시 동래구 온천동,1853,1853,0,동래래미안아이파크,전세,29.8942,202508,8,"17,500",0,20,2022,금정마을로 147,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 온천동 금정마을로 147,80000
376,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,전세,84.8,202508,8,"30,000",0,4,2002,선수촌로 122,202510~202710,신규,-,,,아파트,,,,부산광역시 해운대구 반여동 선수촌로 122,48500
377,부산광역시 북구 화명동,295,295,0,도시화명그린(295),전세,49.42,202508,8,"9,500",0,6,1996,양달로 69,202509~202709,신규,-,,,아파트,,,,부산광역시 북구 화명동 양달로 69,9800
378,부산광역시 북구 화명동,2322,2322,0,수정강변타운,전세,59.4,202508,8,"22,000",0,13,2001,학사로17번길 31,202510~202710,신규,-,,,아파트,,,,부산광역시 북구 화명동 학사로17번길 31,21100
382,부산광역시 기장군 정관읍 모전리,730,730,0,이지더원3차,전세,74.1653,202508,8,"23,000",0,6,2015,정관로 350,202509~202709,신규,-,,,아파트,,,,부산광역시 기장군 정관읍 모전리 정관로 350,24500
387,부산광역시 수영구 광안동,1334,1334,0,광안자이,전세,84.48,202508,8,"47,500",0,22,2020,호암로29번길 50,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 광안동 호암로29번길 50,77500
390,부산광역시 기장군 정관읍 용수리,1336,1336,0,이진캐스빌,전세,59.8881,202508,8,"26,000",0,7,2014,정관로 545,202509~202709,신규,-,,,아파트,,,,부산광역시 기장군 정관읍 용수리 정관로 545,27800
391,부산광역시 기장군 일광읍 삼성리,792,792,0,일광한신더휴센트럴포레2단지,전세,84.9371,202508,8,"30,000",0,20,2020,해빛3로 62,202509~202709,신규,-,,,아파트,,,,부산광역시 기장군 일광읍 삼성리 해빛3로 62,44400
394,부산광역시 수영구 남천동,148-4,148,4,삼익비치,전세,73.92,202508,8,"9,500",0,12,1982,광안해변로 100,202508~202708,신규,-,,,아파트,,,,부산광역시 수영구 남천동 광안해변로 100,80000
400,부산광역시 연제구 연산동,2307,2307,0,부산센텀푸르지오,전세,84.9907,202508,8,"32,000",0,27,2015,고분로 280,202509~202709,신규,-,,,아파트,,,,부산광역시 연제구 연산동 고분로 280,42400
407,부산광역시 강서구 명지동,3344,3344,0,명지국제신도시호반베르디움2차,전세,84.8015,202508,8,"26,500",0,9,2017,명지국제5로 89,202509~202709,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지국제5로 89,40000
409,부산광역시 해운대구 좌동,1394,1394,0,두산1차아파트,전세,59.94,202508,8,"17,000",0,14,1996,양운로 182,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 양운로 182,54000
412,부산광역시 강서구 명지동,3243,3243,0,엘크루블루오션,전세,147.97,202508,8,"43,000",0,7,2012,명지오션시티6로 33,202509~202709,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지오션시티6로 33,74000
413,부산광역시 사하구 다대동,120-10,120,10,삼환,전세,59.76,202508,8,"11,000",0,2,1996,다대로429번길 20,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 다대동 다대로429번길 20,17350
419,부산광역시 사하구 장림동,1151,1151,0,스마트더블유,전세,29.1631,202508,8,"10,950",0,5,2018,장림번영로104번길 10,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 장림동 장림번영로104번길 10,7750
420,부산광역시 사하구 장림동,875,875,0,동원로얄듀크,전세,59.9942,202508,8,"12,000",0,19,2005,하신중앙로 2,202509~202702,신규,-,,,아파트,,,,부산광역시 사하구 장림동 하신중앙로 2,18880
422,부산광역시 강서구 지사동,1186,1186,0,협성·DS엘리시안,전세,59.9588,202508,8,"12,000",0,19,2015,과학산단로306번길 10,202510~202710,신규,-,,,아파트,,,,부산광역시 강서구 지사동 과학산단로306번길 10,13400
423,부산광역시 강서구 명지동,3350,3350,0,부산명지중흥S-클래스에듀오션,전세,75.4517,202508,8,"27,000",0,16,2018,명지국제5로 90,202510~202710,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지국제5로 90,42500
426,부산광역시 강서구 지사동,1185-1,1185,1,지사과학삼정그린코아,전세,59.9806,202508,7,"12,000",0,13,2017,과학산단2로20번길 91,202509~202709,신규,-,,,아파트,,,,부산광역시 강서구 지사동 과학산단2로20번길 91,14000
428,부산광역시 강서구 명지동,3246,3246,0,명지오션시티삼정그린코아,전세,79.1779,202508,7,"21,000",0,10,2014,명지오션시티10로 114,202509~202803,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지오션시티10로 114,38500
429,부산광역시 사하구 감천동,567,567,0,부영벽산파라빌,전세,84.9939,202508,7,"15,000",0,4,2002,감천로21번길 35,202509~202708,신규,-,,,아파트,,,,부산광역시 사하구 감천동 감천로21번길 35,21500
435,부산광역시 금정구 장전동,745,745,0,래미안장전,전세,84.8952,202508,7,"47,000",0,11,2017,금정로 20,202510~202710,신규,-,,,아파트,,,,부산광역시 금정구 장전동 금정로 20,82500
437,부산광역시 해운대구 좌동,1321,1321,0,벽산1,전세,59.73,202508,7,"20,000",0,16,1996,대천로 205,202510~202710,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 대천로 205,43300
438,부산광역시 해운대구 좌동,1331,1331,0,상록,전세,59.85,202508,7,"19,000",0,15,1998,세실로 7,202508~202708,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 세실로 7,32500
440,부산광역시 해운대구 좌동,1278,1278,0,LH뜨란채아파트,전세,59.98,202508,7,"18,000",0,8,1997,대천로67번길 18,202510~202710,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 대천로67번길 18,26500
446,부산광역시 동래구 온천동,1600,1600,0,새온천화신동영,전세,84.66,202508,7,"13,000",0,1,1995,쇠미로129번길 62-12,202509~202509,신규,-,,,아파트,,,,부산광역시 동래구 온천동 쇠미로129번길 62-12,13000
447,부산광역시 동래구 온천동,1854,1854,0,더샵동래,전세,84.9035,202508,7,"49,000",0,49,2023,온천장로 38,202510~202709,신규,-,,,아파트,,,,부산광역시 동래구 온천동 온천장로 38,62000
448,부산광역시 동래구 사직동,1041,1041,0,사직롯데캐슬더클래식,전세,84.8927,202508,7,"52,500",0,28,2017,아시아드대로146번길 1,202508~202708,신규,-,,,아파트,,,,부산광역시 동래구 사직동 아시아드대로146번길 1,182500
450,부산광역시 동래구 온천동,1436-1,1436,1,금성맨션,전세,71.3,202508,7,"12,000",0,3,1981,중앙대로1335번길 3,202509~202708,신규,-,,,아파트,,,,부산광역시 동래구 온천동 중앙대로1335번길 3,16000
453,부산광역시 남구 대연동,1903,1903,0,대연SKVIEWHills,전세,74.2987,202508,7,"43,000",0,16,2018,수영로 261,202509~202709,신규,-,,,아파트,,,,부산광역시 남구 대연동 수영로 261,84500
456,부산광역시 북구 만덕동,670-1,670,1,협성파크,전세,84.9,202508,7,"14,500",0,7,1997,만덕1로 82,202509~202709,신규,-,,,아파트,,,,부산광역시 북구 만덕동 만덕1로 82,20000
457,부산광역시 북구 화명동,2342,2342,0,화명플리체비스타동원,전세,84.7241,202508,7,"33,000",0,27,2022,대천천길 109,202509~202709,신규,-,,,아파트,,,,부산광역시 북구 화명동 대천천길 109,52500
461,부산광역시 남구 대연동,1912,1912,0,대연자이,전세,59.8922,202508,7,"36,000",0,3,2019,유엔로 246,202509~202709,신규,-,,,아파트,,,,부산광역시 남구 대연동 유엔로 246,58000
466,부산광역시 부산진구 범천동,1054,1054,0,서면이-편한세상,전세,84.659,202508,7,"30,000",0,18,2006,가야대로 702,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 범천동 가야대로 702,49000
470,부산광역시 영도구 봉래동4가,343,343,0,영도센트럴에일린의뜰,전세,39.971,202508,7,"15,700",0,8,2023,태종로 172,202509~202709,신규,-,,,아파트,,,,부산광역시 영도구 봉래동4가 태종로 172,49000
472,부산광역시 동래구 안락동,1251,1251,0,강변뜨란채,전세,74.65,202508,7,"25,000",0,3,2006,안남로 79,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 안락동 안남로 79,36200
476,부산광역시 부산진구 전포동,362-65,362,65,전포유림노르웨이숲,전세,59.53,202508,7,"28,800",0,16,2019,전포대로 148,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 전포대로 148,34500
478,부산광역시 서구 암남동,775,775,0,힐스테이트이진베이시티아파트,전세,92.759,202508,7,"31,500",0,13,2022,송도해변로 192,202509~202708,신규,-,,,아파트,,,,부산광역시 서구 암남동 송도해변로 192,75000
485,부산광역시 사상구 학장동,574-82,574,82,목화,전세,49.965,202508,7,"8,900",0,17,1993,대동로 104-8,202509~202708,신규,-,,,아파트,,,,부산광역시 사상구 학장동 대동로 104-8,9400
487,부산광역시 수영구 광안동,1332,1332,0,광안더샵,전세,70.97,202508,7,"40,000",0,28,2017,수영로 506,202510~202710,신규,-,,,아파트,,,,부산광역시 수영구 광안동 수영로 506,90000
488,부산광역시 사상구 괘법동,551-11,551,11,대현빌라,전세,62.94,202508,7,"6,000",0,6,2002,광장로104번길 26,202509~202709,신규,-,,,아파트,,,,부산광역시 사상구 괘법동 광장로104번길 26,15000
516,부산광역시 수영구 광안동,185-6,185,6,승우맨션(나동),전세,40.79,202508,6,"10,500",0,5,1982,수영로510번길 38,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 광안동 수영로510번길 38,25500
517,부산광역시 수영구 남천동,595,595,0,남천금호어울림더비치,전세,84.983,202508,6,"42,000",0,8,2019,남천동로 91,202509~202709,신규,-,,,아파트,,,,부산광역시 수영구 남천동 남천동로 91,84000
525,부산광역시 남구 대연동,1781-66,1781,66,마마(1781-66),전세,64.395,202508,6,"4,600",0,2,1988,진남로127번길 76,202508~202708,신규,-,,,아파트,,,,부산광역시 남구 대연동 진남로127번길 76,12400
527,부산광역시 북구 만덕동,962,962,0,이편한세상금정산,전세,84.9144,202508,6,"30,000",0,27,2021,상학로 36,202508~202708,신규,-,,,아파트,,,,부산광역시 북구 만덕동 상학로 36,44000
531,부산광역시 북구 만덕동,955,955,0,백양디이스트(1단지),전세,59.1416,202508,6,"20,000",0,1,2015,덕천로276번길 60,202509~202709,신규,-,,,아파트,,,,부산광역시 북구 만덕동 덕천로276번길 60,32500
532,부산광역시 동래구 온천동,1838,1838,0,동래효성해링턴플레이스,전세,105.3159,202508,6,"50,000",0,28,2019,아시아드대로255번길 14,202510~202710,신규,-,,,아파트,,,,부산광역시 동래구 온천동 아시아드대로255번길 14,65000
533,부산광역시 동래구 사직동,1017,1017,0,사직쌍용예가,전세,84.965,202508,6,"35,000",0,23,2006,사직로 80,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 사직동 사직로 80,44800
534,부산광역시 동래구 사직동,143-10,143,10,백산1,전세,58.05,202508,6,"13,000",0,1,1985,여고로127번길 68,202509~202709,신규,-,,,아파트,,,,부산광역시 동래구 사직동 여고로127번길 68,31800
536,부산광역시 해운대구 재송동,1360,1360,0,센텀천일스카이원,전세,73.9065,202508,6,"30,000",0,2,2020,해운대로 265,202509~202709,신규,-,,,아파트,,,,부산광역시 해운대구 재송동 해운대로 265,40000
539,부산광역시 해운대구 중동,1796,1796,0,해운대중동경동하나메르빌,전세,80.5341,202508,6,"39,000",0,16,2014,해운대로781번길 23,202511~202711,신규,-,,,아파트,,,,부산광역시 해운대구 중동 해운대로781번길 23,69500
541,부산광역시 금정구 구서동,735-1,735,1,동일,전세,44.37,202508,6,"8,400",0,5,1986,구서중앙로40번길 48,202509~202708,신규,-,,,아파트,,,,부산광역시 금정구 구서동 구서중앙로40번길 48,18500
543,부산광역시 사하구 다대동,May.94,94,5,다송,전세,41.27,202508,6,"4,800",0,10,1995,다대로381번길 99,202508~202708,신규,-,,,아파트,,,,부산광역시 사하구 다대동 다대로381번길 99,6000
544,부산광역시 사하구 다대동,37,37,0,다대코오롱맨션,전세,43.33,202508,6,"7,500",0,5,1988,다송로 36,202510~202710,신규,-,,,아파트,,,,부산광역시 사하구 다대동 다송로 36,16700
546,부산광역시 해운대구 좌동,1274,1274,0,한일,전세,58.2,202508,6,"21,500",0,13,1996,대천로 56,202509~202709,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 대천로 56,30000
548,부산광역시 해운대구 좌동,1271,1271,0,신성,전세,57.9,202508,6,"18,500",0,16,1996,대천로67번길 15,202509~202709,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 대천로67번길 15,27000
549,부산광역시 해운대구 좌동,1348,1348,0,코오롱,전세,59.985,202508,6,"17,000",0,19,1997,대천로 35,202510~202710,신규,-,,,아파트,,,,부산광역시 해운대구 좌동 대천로 35,34800
550,부산광역시 사하구 괴정동,1283,1283,0,괴정신동아파밀리에,전세,84.6631,202508,6,"25,000",0,17,2020,사하로142번길 38,202509~202709,신규,-,,,아파트,,,,부산광역시 사하구 괴정동 사하로142번길 38,28500
557,부산광역시 사하구 하단동,1175,1175,0,가락타운3,전세,84.93,202508,6,"20,000",0,13,1992,하신중앙로 265,202509~202709,신규,-,,,아파트,,,,부산광역시 사하구 하단동 하신중앙로 265,24500
558,부산광역시 금정구 부곡동,225-6,225,6,경남한신,전세,59.99,202508,6,"17,000",0,10,1995,중앙대로1685번길 24,202509~202709,신규,-,,,아파트,,,,부산광역시 금정구 부곡동 중앙대로1685번길 24,67500
561,부산광역시 강서구 명지동,3236,3236,0,명지오션시티한신휴플러스,전세,84.99,202508,6,"28,000",0,6,2014,명지오션시티1로 155,202509~202709,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지오션시티1로 155,31500
564,부산광역시 강서구 명지동,3328,3328,0,명지협성휴포레,전세,59.9858,202508,6,"23,000",0,4,2016,명지국제5로 141,202508~202708,신규,-,,,아파트,,,,부산광역시 강서구 명지동 명지국제5로 141,27700
568,부산광역시 부산진구 양정동,531,531,0,양정포레힐즈스위첸,전세,39.9872,202508,6,"15,500",0,3,2024,양연로 36,202508~202708,신규,-,,,아파트,,,,부산광역시 부산진구 양정동 양연로 36,63000
570,부산광역시 부산진구 부암동,756,756,0,롯데캐슬라센트,전세,59.2,202508,6,"19,000",0,9,2025,백양순환로 75,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 부암동 백양순환로 75,37400
574,부산광역시 부산진구 전포동,928,928,0,e편한세상시민공원2단지,전세,59.968,202508,6,"30,000",0,5,2023,진남로 460,202509~202709,신규,-,,,아파트,,,,부산광역시 부산진구 전포동 진남로 460,23100
585,부산광역시 영도구 동삼동,510-37,510,37,동삼절영3,전세,41.85,202508,6,"6,500",0,19,1997,와치로 287,202508~202708,신규,-,,,아파트,,,,부산광역시 영도구 동삼동 와치로 287,8000
587,부산광역시 중구 부평동4가,1월 15일,15,1,로얄스카이캐슬,전세,45.399,202508,6,"14,000",0,4,2020,보수대로56번길 12,202508~202708,신규,-,,,아파트,,,,부산광역시 중구 부평동4가 보수대로56번길 12,15100
